customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_service_name,internet_service,internet_service_name,contract_type,contract_name,payment_type,monthly_charges,total_charges,tenure,total_charges2,total_charges_match,churn,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,partner_dependents,service_type,tenure_months,tenure_years
1587-FKLZB,Male,1,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),99.5,6822.15,68.56432161,99.5,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3,3,Phone and Internet,69,5 + years
1589-AGTLK,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,45.35,141.5,3.120176406,45.35,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,3,< 1 year
1591-MQJTP,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),93.65,4839.15,51.67271757,93.65,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,52,3 - 5 years
1591-NFNLQ,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),80,4242.35,53.029375,80,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,53,3 - 5 years
1591-XWLGB,Female,0,Yes,No,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),19.85,1379.6,69.50125945,19.85,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,Phone,70,5 + years
1596-BBVTG,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),75.35,2636.05,34.98407432,75.35,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,35,2 - 3 years
1596-OQSPS,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,51.1,531.15,10.39432485,51.1,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,10,< 1 year
1597-FZREH,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,76.4,160.8,2.104712042,76.4,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,2,< 1 year
1597-LHYNC,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,95,2497.2,26.28631579,95,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,26,2 - 3 years
1599-EAHXY,Male,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,1,1 Year,Credit card (automatic),23.95,1506.4,62.89770355,23.95,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,3,Phone,63,5 + years
1599-MMYRQ,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,1,1 Year,Credit card (automatic),81.45,4983.05,61.17925107,81.45,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,3,Phone and Internet,61,5 + years
1600-DILPE,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Bank transfer (automatic),45,524.35,11.65222222,45,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,12,< 1 year
1602-IJQQE,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,75.35,338.1,4.487060385,75.35,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,4,< 1 year
1608-GMEWB,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),93.9,4200.25,44.73109691,93.9,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,45,3 - 5 years
1612-EOHDH,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,45.15,45.15,1,45.15,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,1,< 1 year
1614-JBEBI,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.7,137.6,6.647342995,20.7,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,7,< 1 year
1618-CFHME,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,75.9,143.35,1.888669302,75.9,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,2,< 1 year
1619-YWUBB,Female,0,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),24.95,1614.9,64.7254509,24.95,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,Phone,65,5 + years
1621-YNCJH,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Credit card (automatic),106.05,3834.4,36.15652994,106.05,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,36,3 - 5 years
1622-HSHSF,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.55,19.55,1,19.55,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,1,< 1 year
1623-NLDOT,Female,0,Yes,No,0,No Phone Service,1,DSL,1,1 Year,Mailed check,33.55,1445.3,43.07898659,33.55,TRUE,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,Internet,43,3 - 5 years
1624-NALOJ,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,89.8,502.6,5.59688196,89.8,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,6,< 1 year
1624-WOIWJ,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,84.7,832.05,9.823494687,84.7,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,10,< 1 year
1625-JAIIY,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,83,5685.8,68.50361446,83,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,Phone and Internet,69,5 + years
1626-ERCMM,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,94.55,1899.65,20.09148599,94.55,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,Phone and Internet,20,1 - 2 years
1627-AFWVJ,Female,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Mailed check,19.4,554.25,28.56958763,19.4,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,29,2 - 3 years
1628-BIZYP,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,85,85,1,85,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,1,< 1 year
1629-DQQVB,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Bank transfer (automatic),50.1,709.5,14.16167665,50.1,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,14,1 - 2 years
1635-FJFCC,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Credit card (automatic),44.05,202.15,4.589103292,44.05,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,5,< 1 year
1635-HDGFT,Female,0,No,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,20.5,398.55,19.44146341,20.5,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,Phone,19,1 - 2 years
1635-NZATJ,Male,1,Yes,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),25.45,1789.65,70.32023576,25.45,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,Phone,70,5 + years
1636-NTNCO,Male,1,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Credit card (automatic),50.95,207.35,4.069676153,50.95,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,Internet,4,< 1 year
1640-PLFMP,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,70.25,70.25,1,70.25,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,1,< 1 year
1641-BYBTK,Male,0,No,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.2,98.35,4.868811881,20.2,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,Phone,5,< 1 year
1641-RQDAY,Female,1,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,100.4,3217.65,32.04830677,100.4,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,3,Phone and Internet,32,2 - 3 years
1642-HMARX,Female,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Electronic check,91.7,6424.7,70.06215921,91.7,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,70,5 + years
1644-IRKSF,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,1,1 Year,Electronic check,93.8,3124.5,33.31023454,93.8,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,Phone and Internet,33,2 - 3 years
1656-DRSMG,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),109.85,7002.95,63.75011379,109.85,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,64,5 + years
1657-DYMBM,Male,0,Yes,No,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),19.9,1110.05,55.78140704,19.9,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,Phone,56,3 - 5 years
1658-BYGOY,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,95.45,1752.55,18.36092195,95.45,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,18,1 - 2 years
1658-TJVOA,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,74.1,450.9,6.085020243,74.1,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,6,< 1 year
1658-XUHBX,Female,1,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),88.75,5348.65,60.26647887,88.75,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,3,Phone and Internet,60,5 + years
1660-HSOOQ,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Mailed check,49.65,49.65,1,49.65,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,1,< 1 year
1661-CZBAU,Male,0,No,No,2,Two or More Lines,1,DSL,1,1 Year,Bank transfer (automatic),70.95,3629.2,51.15151515,70.95,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,51,3 - 5 years
1663-MHLHE,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.2,19.2,1,19.2,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,1,< 1 year
1666-JXLKU,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,100.05,3810.55,38.08645677,100.05,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,38,3 - 5 years
1666-JZPZT,Male,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Mailed check,49,1291.35,26.35408163,49,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,26,2 - 3 years
1670-SVOWZ,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),89.65,1208.35,13.47852761,89.65,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,Phone and Internet,13,1 - 2 years
1676-MQAOA,Male,0,No,No,1,One Line,1,DSL,2,2 Year,Bank transfer (automatic),75.1,5336.35,71.05659121,75.1,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,71,5 + years
1678-FYZOW,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,79.4,244.65,3.081234257,79.4,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,3,< 1 year
1679-JRFBR,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),108.15,7930.55,73.32917245,108.15,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,3,Phone and Internet,73,5 + years
1680-VDCWW,Male,0,Yes,No,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),19.8,202.25,10.21464646,19.8,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,Phone,10,< 1 year
1682-VCOIO,Male,0,No,No,1,One Line,0,No Internet Service,1,1 Year,Mailed check,20.45,481.1,23.52567237,20.45,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,24,1 - 2 years
1684-FLBGS,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,0,Month-to-Month,Credit card (automatic),69.5,1652.1,23.77122302,69.5,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,3,Phone and Internet,24,1 - 2 years
1685-BQULA,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),93.4,3756.4,40.21841542,93.4,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,40,3 - 5 years
1685-VAYJF,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Credit card (automatic),45.2,492,10.88495575,45.2,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,11,< 1 year
1686-STUHN,Male,0,No,No,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),19.8,849.9,42.92424242,19.8,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,43,3 - 5 years
1689-MRZQR,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,78.3,2564.3,32.74968072,78.3,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3,3,Phone and Internet,33,2 - 3 years
1689-YQBYY,Female,0,No,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,76.6,893,11.65796345,76.6,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,2,2,Phone and Internet,12,< 1 year
1696-HXOWK,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Mailed check,95.65,6856.95,71.68792473,95.65,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,72,5 + years
1696-MZVAU,Male,0,Yes,Yes,0,No Phone Service,1,DSL,1,1 Year,Credit card (automatic),25.25,947.75,37.53465347,25.25,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,Internet,38,3 - 5 years
1697-BCSHV,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,0,Month-to-Month,Bank transfer (automatic),66.8,3970.4,59.43712575,66.8,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,3,Phone and Internet,59,3 - 5 years
1697-LYYYX,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Credit card (automatic),19.1,1143.8,59.88481675,19.1,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,Phone,60,3 - 5 years
1697-NVVGY,Male,1,Yes,No,1,One Line,1,DSL,0,Month-to-Month,Bank transfer (automatic),66.4,1286.05,19.36822289,66.4,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,19,1 - 2 years
1698-XFZCI,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,107.75,6521.9,60.52807425,107.75,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,61,5 + years
1699-HPSBG,Male,0,No,No,1,One Line,1,DSL,1,1 Year,Electronic check,59.8,727.8,12.17056856,59.8,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,12,1 - 2 years
1699-TLDLZ,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,19.7,301.55,15.3071066,19.7,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,Phone,15,1 - 2 years
1699-UOTXU,Male,0,No,No,1,One Line,1,DSL,2,2 Year,Electronic check,61.4,3638.25,59.25488599,61.4,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,59,3 - 5 years
1702-CCFNJ,Male,0,Yes,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Bank transfer (automatic),61.35,3169.55,51.66340668,61.35,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,52,3 - 5 years
1703-MGIAB,Female,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Mailed check,69,1108,16.05797101,69,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,16,1 - 2 years
1704-NRWYE,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,80.85,751.65,9.296846011,80.85,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,9,< 1 year
1705-GUHPV,Female,0,No,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Mailed check,24.2,1618.2,66.8677686,24.2,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,67,5 + years
1707-HABPF,Female,1,No,No,1,One Line,2,Fiber Optic,1,1 Year,Bank transfer (automatic),91.3,4126.35,45.19550931,91.3,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,45,3 - 5 years
1708-PBBOA,Female,0,No,No,0,No Phone Service,1,DSL,1,1 Year,Electronic check,54.75,2348.45,42.89406393,54.75,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,Internet,43,3 - 5 years
1709-EJDOX,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,19.75,948.9,48.04556962,19.75,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,Phone,48,3 - 5 years
1710-RCXUS,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),90.35,4614.55,51.07415606,90.35,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,51,3 - 5 years
1716-LSAMB,Male,0,Yes,Yes,1,One Line,1,DSL,2,2 Year,Bank transfer (automatic),54.65,2553.7,46.72827081,54.65,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,3,Phone and Internet,47,3 - 5 years
1722-LDZJS,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Credit card (automatic),20.2,1068.15,52.87871287,20.2,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,3,Phone,53,3 - 5 years
1723-HKXJQ,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,101.75,4273.45,41.9995086,101.75,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,42,3 - 5 years
1724-BQUHA,Male,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,89.5,477.7,5.337430168,89.5,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,5,< 1 year
1724-IQWNM,Male,0,No,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.3,19.3,1,19.3,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,Phone,1,< 1 year
1725-IQNIY,Male,0,Yes,No,1,One Line,2,Fiber Optic,2,2 Year,Bank transfer (automatic),109.75,6110.2,55.6738041,109.75,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,Phone and Internet,56,3 - 5 years
1725-MIMXW,Male,0,No,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.45,19.45,1,19.45,TRUE,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,2,2,Phone,1,< 1 year
1728-BQDMA,Female,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,44.45,82.7,1.860517435,44.45,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,2,< 1 year
1728-CXQBE,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,94.25,6081.4,64.52413793,94.25,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,65,5 + years
1729-VLAZJ,Female,0,No,Yes,0,No Phone Service,1,DSL,1,1 Year,Mailed check,40.25,411.45,10.22236025,40.25,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,2,2,Internet,10,< 1 year
1730-VFMWO,Female,0,Yes,No,1,One Line,1,DSL,0,Month-to-Month,Bank transfer (automatic),50.2,1815.3,36.16135458,50.2,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,36,3 - 5 years
1730-ZMAME,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,79.5,2665,33.52201258,79.5,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,34,2 - 3 years
1731-TVIUK,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,93.5,362.2,3.873796791,93.5,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,4,< 1 year
1732-FEKLD,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),94.75,5121.75,54.05540897,94.75,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,54,3 - 5 years
1732-VHUBQ,Female,1,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),70.55,3309.25,46.90644933,70.55,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,Phone and Internet,47,3 - 5 years
1734-ZMNTZ,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Mailed check,25,300.7,12.028,25,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,Phone,12,1 - 2 years
1735-XMJVH,Male,0,Yes,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.35,152.6,7.88630491,19.35,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,3,Phone,8,< 1 year
1740-CSDJP,Male,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Bank transfer (automatic),35.25,35.25,1,35.25,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Internet,1,< 1 year
1741-WTPON,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,2,2 Year,Mailed check,115.85,6567.9,56.69313768,115.85,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,3,Phone and Internet,57,3 - 5 years
1744-JHKYS,Female,0,Yes,No,2,Two or More Lines,0,No Internet Service,0,Month-to-Month,Electronic check,24.7,780.2,31.58704453,24.7,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,Phone,32,2 - 3 years
1746-TGTWV,Male,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),75.35,75.35,1,75.35,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,1,< 1 year
1750-CSKKM,Male,0,No,Yes,1,One Line,1,DSL,0,Month-to-Month,Electronic check,55.35,449.75,8.125564589,55.35,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2,2,Phone and Internet,8,< 1 year
1751-NCDLI,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,98.85,4564.9,46.18007081,98.85,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,46,3 - 5 years
1752-OZXFY,Male,0,Yes,No,1,One Line,1,DSL,1,1 Year,Mailed check,59.8,3561.15,59.55100334,59.8,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,60,3 - 5 years
1754-GKYPY,Male,1,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),89.75,1938.9,21.60334262,89.75,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,Phone and Internet,22,1 - 2 years
1755-FZQEC,Male,0,No,No,1,One Line,0,No Internet Service,1,1 Year,Mailed check,19.9,791.15,39.75628141,19.9,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,40,3 - 5 years
1755-RMCXH,Male,0,Yes,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.3,40.25,1.982758621,20.3,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,3,Phone,2,< 1 year
1757-TCATG,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),20.05,746.75,37.24438903,20.05,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,3,Phone,37,3 - 5 years
1760-CAZHT,Male,0,No,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.8,460.2,22.125,20.8,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,Phone,22,1 - 2 years
1761-AEZZR,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,79.55,79.55,1,79.55,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,Phone and Internet,1,< 1 year
1763-KUAAW,Female,1,No,No,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),20.35,369.6,18.16216216,20.35,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,18,1 - 2 years
1763-WQFUK,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Mailed check,50.5,147.75,2.925742574,50.5,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,3,< 1 year
1764-VUUMT,Male,0,No,Yes,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),19.95,1269.1,63.61403509,19.95,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,Phone,64,5 + years
1766-GKNMI,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,84.9,2516.2,29.63722026,84.9,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,30,2 - 3 years
1767-CJKBA,Male,0,No,No,2,Two or More Lines,0,No Internet Service,2,2 Year,Mailed check,25.1,1697.7,67.6374502,25.1,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Phone,68,5 + years
1767-TGTKO,Female,0,Yes,Yes,1,One Line,1,DSL,0,Month-to-Month,Electronic check,45.45,411.75,9.059405941,45.45,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,3,Phone and Internet,9,< 1 year
1768-HNVGJ,Female,1,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,70.05,3062.45,43.71805853,70.05,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,Phone and Internet,44,3 - 5 years
